id,text,label,red_flags,salary,request_payment,missing_company
587d35d4-d0a7-4194-b2af-9ed0eacf466d,"company benefits Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],61406,0,0
91da02e0-0e37-4605-ae6d-94670f582b79,Huge opportunity! Earn up to $130324 per year — entry level. pay fee Contact us immediately. Limited-time offer.,1,"[""pay fee"", ""missing_contact_email""]",160858,1,1
85b5029f-9285-4ff9-ad04-4c1f1127d94f,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],108267,0,0
19f33e45-77f9-4c3f-97df-52442b8c9f50,Huge opportunity! Earn up to $62237 per year — entry level. send ID and bank details Send your bank details and ID.,1,"[""missing_contact_email""]",95550,0,1
85823b57-9128-4e25-ab9f-c19a37e329b9,"job code Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],118626,0,0
a7670b5c-49f6-4770-b201-7d6ff8f3ec2b,Huge opportunity! Earn up to $191220 per year — entry level. wire transfer Send your bank details and ID.,1,"[""wire transfer"", ""missing_contact_email""]",,1,1
333b4ca2-3a33-4da7-812b-42ebe2bc52df,"company benefits Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
83541e4c-2eee-4799-9530-1c5f10059e74,Huge opportunity! Earn up to $81425 per year — entry level. act fast Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",137416,0,1
1b77f19c-4079-495f-b7ed-05768ac65049,"senior-level Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],149505,0,0
44cf0291-b981-4bcf-988f-0be0e05f73d1,Huge opportunity! Earn up to $99479 per year — entry level. only pay $ Send your bank details and ID.,1,"[""only pay $"", ""missing_contact_email""]",80531,1,1
89b7a814-ec34-4b67-9317-cabab8ef8715,"office location Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],52492,0,0
1c1537b1-0a2f-45cd-9c89-4aa8e2a1c735,Huge opportunity! Earn up to $158499 per year — entry level. send money Contact us immediately. Limited-time offer. We require a small processing fee of $67,1,"[""send money"", ""missing_contact_email""]",,0,1
216fa656-c6e0-421d-b360-195fe7996214,"company benefits Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],122251,0,0
0b2b24c1-cc9d-4f9a-b022-ade244c24457,Huge opportunity! Earn up to $125765 per year — entry level. send ID and bank details We require a small processing fee of $114 Send your bank details and ID.,1,"[""missing_contact_email""]",,0,1
31b367b5-0c92-47df-9d4a-bb7c0ec4285e,"health insurance Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],86606,0,0
bf1f435f-c60f-4115-9b30-b97e97a2e96d,Huge opportunity! Earn up to $74590 per year — entry level. only pay $ Contact us immediately. Limited-time offer. We require a small processing fee of $225 Send your bank details and ID.,1,"[""only pay $"", ""missing_contact_email""]",24495,1,1
388a13d4-bb22-418a-a9d2-402ab07e8101,"competitive salary Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
64d90572-f8d4-4d0b-bc1a-283e04772c26,Huge opportunity! Earn up to $97992 per year — entry level. visa sponsorship for a fee,1,"[""visa sponsorship for a fee"", ""missing_contact_email""]",,1,1
e95491ee-2214-4eb6-b2e3-3a9a5caa1f6f,"senior-level Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],73102,0,0
492eec9c-be8f-47be-a7ad-cd64fcd12a82,Huge opportunity! Earn up to $91393 per year — entry level. send ID and bank details,1,"[""missing_contact_email""]",,0,1
55712a84-ff9f-4a72-8ea9-ed5e5618648e,"competitive salary Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
61fd982a-4783-49f6-af03-3a1bf2c8df0e,Huge opportunity! Earn up to $93736 per year — entry level. visa sponsorship for a fee Contact us immediately. Limited-time offer. We require a small processing fee of $100,1,"[""visa sponsorship for a fee"", ""missing_contact_email""]",71453,1,1
44f0ee21-0016-4d6f-b15f-ae53635c8429,"apply via company career portal Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
68f82902-980b-40d8-aa69-b8718d34f1b7,Huge opportunity! Earn up to $120539 per year — entry level. guaranteed hire Contact us immediately. Limited-time offer.,1,"[""guaranteed hire"", ""missing_contact_email""]",44649,0,1
8382bc3b-e975-487a-af86-26844d762749,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],28343,0,0
809002df-ec3f-4ac2-afae-94b3526a6391,Huge opportunity! Earn up to $57771 per year — entry level. unrealistic salary Contact us immediately. Limited-time offer. We require a small processing fee of $82 Send your bank details and ID.,1,"[""unrealistic salary"", ""missing_contact_email""]",31937,0,1
148918a4-d696-4e0c-ab4b-dc430311035a,"company benefits Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
8ee24f97-a7cb-46de-ac5e-0806102af68f,Huge opportunity! Earn up to $159955 per year — entry level. unrealistic salary Contact us immediately. Limited-time offer. We require a small processing fee of $109 Send your bank details and ID.,1,"[""unrealistic salary"", ""missing_contact_email""]",152551,0,1
85a041a5-3fc2-4d6c-9231-1ad3ba7c1c6d,"health insurance Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
ed3a25a6-6c0c-403e-8d57-b91afc2ef9fb,Huge opportunity! Earn up to $86270 per year — entry level. limited time offer We require a small processing fee of $162,1,"[""limited time offer"", ""missing_contact_email""]",104044,0,1
e0c71846-4d27-49bb-bdbf-931b0cf27730,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
d1fdde1a-3934-4afe-947b-8c0c6d7e655b,Huge opportunity! Earn up to $188960 per year — entry level. only pay $,1,"[""only pay $"", ""missing_contact_email""]",35652,1,1
482df048-c709-4fb1-a189-ad4cc1916796,"health insurance Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],177351,0,0
cf06f49d-fb1d-4b9d-9d26-732ced95ee86,Huge opportunity! Earn up to $174456 per year — entry level. work from home and make,1,"[""work from home and make"", ""missing_contact_email""]",,0,1
f4a58cae-dd5e-4f0d-b117-17dac320a507,"office location Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],169234,0,0
5801aaa6-de58-40d5-afe0-67162c10b21d,Huge opportunity! Earn up to $181215 per year — entry level. work from home and make Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",64333,0,1
9e305247-3307-4920-b280-8851a90e0675,"apply via company career portal Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],22381,0,0
5ecba1bf-9426-447b-bb50-9879bbe233a8,Huge opportunity! Earn up to $149370 per year — entry level. unrealistic salary Contact us immediately. Limited-time offer. We require a small processing fee of $57 Send your bank details and ID.,1,"[""unrealistic salary"", ""missing_contact_email""]",,0,1
bcc92019-219e-47e5-8fba-f9e7710c3a34,"company benefits Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],151492,0,0
b46eef2e-e7e8-44e6-8c97-75814849c6e9,Huge opportunity! Earn up to $69588 per year — entry level. limited time offer Send your bank details and ID.,1,"[""limited time offer"", ""missing_contact_email""]",27820,0,1
e3d8885c-5efa-4907-a067-2840c9bc5ebc,"office location Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],25066,0,0
8f97c164-212e-4470-b4cd-0b945ae8ac3e,Huge opportunity! Earn up to $190340 per year — entry level. no interview required Contact us immediately. Limited-time offer. We require a small processing fee of $225 Send your bank details and ID.,1,"[""no interview required"", ""missing_contact_email""]",44693,0,1
132c00c7-adc5-42de-8590-2ccd0dc280bb,"senior-level Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
2f4201ea-0cf0-4b04-9c34-84bbeb54b3c5,Huge opportunity! Earn up to $100282 per year — entry level. work from home and make Contact us immediately. Limited-time offer. We require a small processing fee of $270,1,"[""work from home and make"", ""missing_contact_email""]",,0,1
018a2e64-ad36-444d-951b-719248c00935,"health insurance Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
c9434faf-3809-4d85-8fa7-3e3e82c505cd,Huge opportunity! Earn up to $198212 per year — entry level. limited time offer Contact us immediately. Limited-time offer.,1,"[""limited time offer"", ""missing_contact_email""]",81430,0,1
8bc24a9a-da13-45c5-a9d4-d8264ea0133c,"health insurance Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
c36a7706-74a2-487a-a57f-3b9deba9088e,Huge opportunity! Earn up to $63636 per year — entry level. send ID and bank details We require a small processing fee of $98,1,"[""missing_contact_email""]",114721,0,1
2c74e5ec-28a0-48de-b229-1bf027bc1757,"health insurance Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],49689,0,0
4df05f2a-3730-4520-9049-da41ddba08dd,Huge opportunity! Earn up to $144780 per year — entry level. wire transfer,1,"[""wire transfer"", ""missing_contact_email""]",159229,1,1
f8a3bb04-ec68-4370-a141-d0f83eb99c03,"office location Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],104991,0,0
454d344a-06c1-49b7-a04a-a43681a4b32b,Huge opportunity! Earn up to $189609 per year — entry level. no interview required,1,"[""no interview required"", ""missing_contact_email""]",107365,0,1
cfb67af3-77a6-4ebc-b9dd-ce41dd3bd57a,"experience required Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
de915c25-41ac-4735-ad6d-cd5d857bda05,Huge opportunity! Earn up to $111812 per year — entry level. unrealistic salary Contact us immediately. Limited-time offer. We require a small processing fee of $159,1,"[""unrealistic salary"", ""missing_contact_email""]",142319,0,1
b5f0b3b6-4933-47ba-b891-578e7f6ea4f2,"health insurance Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
a296cda7-54b4-41bb-be29-e8c914c06c69,Huge opportunity! Earn up to $100610 per year — entry level. work from home and make Contact us immediately. Limited-time offer. We require a small processing fee of $85 Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",,0,1
c1281a67-360d-41fb-b929-5efc1e169843,"apply via company career portal Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
4fcbbd08-7a35-4d04-98f4-cccb57ac803e,Huge opportunity! Earn up to $147155 per year — entry level. work from home and make We require a small processing fee of $117 Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",,0,1
96a4e12d-c1af-416d-a9ac-f4f944da0651,"health insurance Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],177182,0,0
b6257a1a-2911-47f6-a1bf-4d35f158271b,Huge opportunity! Earn up to $186712 per year — entry level. limited time offer Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""limited time offer"", ""missing_contact_email""]",,0,1
31e2f260-b940-49d5-a6dc-a6f9b6764f95,"competitive salary Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],35719,0,0
c66c8820-2cf7-4deb-b67f-fefa93c9ebc2,Huge opportunity! Earn up to $162115 per year — entry level. send ID and bank details Contact us immediately. Limited-time offer. We require a small processing fee of $222,1,"[""missing_contact_email""]",,0,1
0c733291-1109-4038-aefc-36ff9fda7476,"apply via company career portal Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
b81fe8bb-990c-413c-a4b9-2d63a6ba74f9,Huge opportunity! Earn up to $169159 per year — entry level. visa sponsorship for a fee,1,"[""visa sponsorship for a fee"", ""missing_contact_email""]",62073,1,1
2c27d52f-4296-4d10-b05b-767f6148ba06,"company benefits Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
7277393b-3d6b-4eae-892b-46f07b9953b1,Huge opportunity! Earn up to $76209 per year — entry level. act fast Contact us immediately. Limited-time offer. We require a small processing fee of $130 Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",,0,1
1ccc2939-ff6b-4c1d-b12e-99923752c938,"company benefits Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
afbf87d3-7a64-44ae-82e4-b40500c4dc92,Huge opportunity! Earn up to $54289 per year — entry level. no interview required Contact us immediately. Limited-time offer.,1,"[""no interview required"", ""missing_contact_email""]",103707,0,1
a5e2dfa7-70f5-4c6b-8da5-fb338f93a6dc,"company benefits Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
36d60fad-94ba-47d0-9876-49fd9576276d,Huge opportunity! Earn up to $168084 per year — entry level. pay for training,1,"[""pay for training"", ""missing_contact_email""]",,1,1
5f3bc080-8139-4768-bc44-f037d71cd1f1,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
38c3ebd1-e50b-4392-84d1-7b50e0d1fefe,Huge opportunity! Earn up to $170371 per year — entry level. pay for training Contact us immediately. Limited-time offer.,1,"[""pay for training"", ""missing_contact_email""]",,1,1
bd046606-f602-4609-a232-51d80b99a4ea,"senior-level Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],140151,0,0
945b6826-d8bd-4561-8360-0c7bcc006c6c,Huge opportunity! Earn up to $125010 per year — entry level. pay fee,1,"[""pay fee"", ""missing_contact_email""]",,1,1
f8252a66-2d0e-4e18-a048-f9b0fddc0752,"senior-level Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
006496fe-49f6-4a9d-9226-cf5e8ba60c17,Huge opportunity! Earn up to $170068 per year — entry level. work from home and make We require a small processing fee of $91 Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",152934,0,1
d5403898-fe6f-4a1d-ba4b-ad9805b4d6b8,"office location Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
009fed05-c304-48fc-805e-90102ab368c6,Huge opportunity! Earn up to $169247 per year — entry level. pay fee We require a small processing fee of $214 Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",147313,1,1
075f2597-c33f-4324-bebb-ed7530e0717f,"office location Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],98181,0,0
cd29ac8c-0b3e-4162-9498-42fb2beae2a0,Huge opportunity! Earn up to $98789 per year — entry level. no interview required Send your bank details and ID.,1,"[""no interview required"", ""missing_contact_email""]",,0,1
e731754b-fe44-45f4-ae2b-fe2a07cc5cc0,"company benefits Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
41ba1452-c170-4ea8-bb89-64749654aeac,Huge opportunity! Earn up to $185092 per year — entry level. no interview required Contact us immediately. Limited-time offer. We require a small processing fee of $124 Send your bank details and ID.,1,"[""no interview required"", ""missing_contact_email""]",120225,0,1
c8efbcf8-f2f3-4ed5-b80d-f56d2ec4e82f,"experience required Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
caa6f380-23c6-49fb-bc72-c6ddb3da87f0,Huge opportunity! Earn up to $191659 per year — entry level. work from home and make Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",180118,0,1
